latin_name,english_name,french_name,url,light_from,light_to,bloom_start,bloom_end,soil_humidity_min,soil_humidity_max,min_height,max_height,size,stratification_detail,stratification_duration,sowing_depth,sowing_period,sharing_priority,harvesting_start,harvesting_end,harvesting_indicator,harvesting_mean,seed_head,remove_non_seed_material,viability_test,seed_storage,one_cultivar,packaging_measure,dormancy,seed_preparation,hyperlink,envelope_label_link,harvesting_video_link,seed_picture_link,pods_seed_head_picture_link,seed_storage_label_info,notes,germinate_easy,rock_garden,rain_garden,pond_edge,shoreline_rehab,container_suitable,ground_cover,garden_edge,woodland_garden,wind_break_hedge,erosion_control
Sorghastrum nutans,Yellow false-sorghum,Faux-sorgho penché,https://www.prairiemoon.com/sorghastrum-nutans-indian-grass-prairie-moon-nursery.html,Full Sun,,8,9,Dry,Medium,36,60,"3-5’ tall, 1-2’ wide",,,Surface,Late spring in warm soil,"2 - Give us seeds in second priority, after donating priority 1 seeds first",9,10,"Seeds are dark and dry, and easily fall off when you gently pull them off",Use hand to detach from main stem,Head,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",Six (6) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=SORGHASTRUM%20NUTANS,https://docs.google.com/document/d/1QldT4ygKdP28L0jBTtZB4L2DkpXqOjPOGf6uDi5a8kA/edit?usp=sharing,,,,,,,,,,,,,,,,
Spiraea alba,White meadowsweet,Spirée blanche,https://www.prairiemoon.com/spiraea-alba-meadowsweet-prairie-moon-nursery.html,Full Sun,Part Shade,6,8,Medium,Wet,36,48,"3-4’ tall, 3-4’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,9,10,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Shake seed head in paper bag,Head,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SPIRAEA%20ALBA,https://docs.google.com/document/d/1EnooMZRtVQ_-7EYV39Ow99sOC-E304ceSt9Lm_XEJxQ/edit?usp=sharing,,,,,,1,,,,,,,,,,
Spiraea tomentosa,Steeplebush,Spirée tomenteuse,https://www.prairiemoon.com/spiraea-tomentosa-steeplebush-prairie-moon-nursery.html,Full Sun,Part Shade,7,9,Medium,Wet,48,48,"2-4’ tall, 3-5’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,10,10,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Shake seed head in paper bag,Head,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",Six (6) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=SPIRAEA%20TOMENTOSA,https://docs.google.com/document/d/15rOBXMpOKT47BmTlCJ04Dbd0BZtqgViezg0yPDq0Vc4/edit?usp=sharing,,,,,,1,,,,,,,,,,
Sporobolus heterolepis,Prairie dropseed ,Sporobole à glumes inégales,https://www.prairiemoon.com/sporobolus-heterolepis-prairie-dropseed-prairie-moon-nursery.html,Full Sun,,8,10,Dry,Medium,48,36,"2-3’ tall, 2-3’ wide",,,Surface,Late spring in warm soil,1 - Give in priority,9,10,Seeds easily fall off when you gently pull them off,Use hand to detach from main stem,Head,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SPOROBOLUS%20HETEROLEPIS,https://docs.google.com/document/d/1fuujlBeFmyWUFaJrbLDpVApWO-0UXsHvNjoI5Obd0aw/edit?usp=sharing,,,,,,,,,,,,,,,,
Strophostyles helvola,Trailing wild bean ,Strophostyle ocracé,https://www.prairiemoon.com/strophostyles-helvola-trailing-wild-bean,Full Sun,,7,9,Dry,Medium,84,96,8’ long,Cold moist 30d,30,¼”,,1 - Give in priority,9,11,Pods are brown and slightly open,"Open the pod, remove seeds",Pod,Yes,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","No, you can donate without knowing the source as there are only straight species",Six (6) seeds (eyeball),,,,https://docs.google.com/document/d/1kU8uIDn9OUbTdu38-jhPYPfnjoe-hNPfFB3DvB809HA/edit?usp=sharing,,,,,,,,,,,,,,,,
Stylophorum diphyllum,Wood poppy,Stylophore à deux feuilles,https://www.prairiemoon.com/stylophorum-diphyllum-celandine-poppy-prairie-moon-nursery.html,Part Shade,Full Shade,4,5,Medium,,,12,"1’ tall, 1’ wide",,,Just below surface,,1 - Give in priority,6,7,Pods are open,"Open the pod, remove seeds",Pod,Yes,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,Double dormancy,,https://wildplantsfromseed.com/html/speciesdata.php?name=STYLOPHORUM%20DIPHYLLUM,https://docs.google.com/document/d/1PhRTXRfHVQrY85FQ9ohPnQcQ5YmZ8eAmPUHrky1-fyc/edit,https://www.youtube.com/watch?v=X4PBil8MNeM&t=1s,https://drive.google.com/file/d/1Yhk6VubSo0V9kTJrNW8D7NmXioMSeWtm/view?usp=sharing,https://drive.google.com/file/d/1YjrnuMQnfklmERCjop66mugTkI70-69z/view?usp=sharing,Keep seeds moist in fridge,Ripening is sequential from late June to August or later.,1,,,,,,,,,,
Symphyotrichum ciliolatum,Lindley's aster ,Aster ciliolé,https://www.minnesotawildflowers.info/flower/lindleys-aster,Full Sun,Part Shade,8,10,Dry,Medium,12,36,1-3’ tall,,,Surface,,1 - Give in priority,9,10,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20CILIOLATUM,https://docs.google.com/document/d/1HTF4DFd86N5jho_xCww1Nq8MxRuDEAXKxiLq06MJTow/edit?usp=sharing,,,,,,1,,,,,,,,,,
Symphyotrichum cordifolium,Heart-leaved aster,Aster à feuilles cordées,https://www.prairiemoon.com/symphyotrichum-cordifolium-heart-leaved-aster,Part Shade,Full Shade,9,10,Medium,,,36,"3’ tall, 1.5-2’ wide",Cold moist 60d,60,Surface,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",10,10,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20CORDIFOLIUM,https://docs.google.com/document/d/1r__ALEMnambXmd7kUuWtPonLuX8rPycJCuzfb5NYkOo/edit?usp=sharing,https://www.youtube.com/watch?v=tvBiU69Mc8A,,,,,1,,,,,,,,,,
Symphyotrichum ericoides,White heath aster,Aster éricoïde,https://www.prairiemoon.com/symphyotrichum-ericoides-heath-aster,Full Sun,Part Shade,8,10,Dry,Medium,,24,"2’ tall, 1-1.5’ wide",,,Surface,Late spring in warm soil,1 - Give in priority,10,11,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20ERICOIDES,https://docs.google.com/document/d/1nU88iWz51udglDkB12fIQ3ZQOgaoywqHUUteB7RQ5es/edit,,,,,,1,,,,,1,,,,,
Symphyotrichum laeve,Smooth aster,Aster lisse,https://www.prairiemoon.com/symphyotrichum-laeve-smooth-blue-aster,Full Sun,Part Shade,9,10,Medium,,24,48,"2-4’ tall, 1-2’ wide",,,Surface,Late spring in warm soil,1 - Give in priority,9,12,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,https://i0.wp.com/botanicallyinclined.org/wp-content/uploads/2018/11/Symphyotrichumlaeve-L.-%C3%81.L%C3%B6ve-D.L%C3%B6ve.jpg?fit=600%2C519&ssl=1,https://docs.google.com/document/d/1fbWZc-hHQH_UR64aOeeq9bBhy0cN-Ufsu39F6_Ej4NE/edit?usp=sharing,https://www.youtube.com/watch?v=Sjufne2Ua_U,,,,,1,,,,,,,,,,
Symphyotrichum lanceolatum,White panicled aster,Aster lancéolé,https://www.prairiemoon.com/symphyotrichum-lanceolatum-panicled-aster,Full Sun,,9,10,Medium,,60,60,"5’ tall, 1.5-3’ wide",,,,Direct sow in late spring in warm soil,"2 - Give us seeds in second priority, after donating priority 1 seeds first",9,10,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20LANCEOLATUM,https://docs.google.com/document/d/1a3tFSDDXLuBXEnpTiEeFWRrc39yDCa5_UDWH71jVL7c/edit?usp=sharing,,,,,,,,,,,,,,,,
Symphyotrichum lateriflorum,Calico aster,Aster latériflore,https://www.prairiemoon.com/symphyotrichum-lateriflorum-calico-aster,Full Sun,Full Shade,9,10,Medium,,24,36,"2-3’ tall, 2-3’ wide",,,Surface,Late spring in warm soil,"No thanks, we have enough already",9,9,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20LATERIFLORUM,https://docs.google.com/document/d/1fwY_z7dN7B4Rn4oSS3vef-eMO9Y71n0x9ozr9vR6NEc/edit?usp=sharing,,,,,,1,,,,,,,,,,
Symphyotrichum novae-angliae,New England aster,Aster de Nouvelle-Angleterre,,Full Sun,Part Shade,8,9,Medium,,36,72,"3-6’ tall, 2-3’ wide",Cold moist 60d,60,Surface,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",10,10,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20NOVAE-ANGLIAE,https://docs.google.com/document/d/1AWrI9uUEHqp13HNTQRVWzNB4z9ClPv3vUYWWmmL10E0/edit?usp=sharing,,,,,,1,,,,,,,,,,
Symphyotrichum oolentangiense,Sky blue aster,Aster azuré,https://www.prairiemoon.com/symphyotrichum-oolentangiense-sky-blue-aster,Full Sun,Part Shade,9,10,Dry,Medium,24,36,"2-3’ tall, 1-2’ wide",,,Surface,In fall or spring,1 - Give in priority,9,10,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,"Keep moisten and cool, in a ziploc bag, in the fridge, with the seeds in soil, paper towel or coffee filter, until donation","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20OOLENTANGIENSIS,https://docs.google.com/document/d/18I927sQEiHPWloplTSs2iZ9faRPh2YwweHP9lN349y0/edit?usp=sharing,,,,,,1,,,,,,,,,,
Symphyotrichum pilosum,Old field aster,Aster poilu,https://www.prairiemoon.com/symphyotrichum-pilosus-frost-aster,Full Sun,Part Shade,9,10,Dry,Medium,24,48,"2-4’ tall, 2-4’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,11,12,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,,,,,,,https://docs.google.com/document/d/1ARLI-r03AcyVf3Hqu_B8QFzTJEgFygRavEYI9AaK_00/edit?usp=sharing,,,,,,,,,,,,,,,,
Symphyotrichum puniceum,Purple-stemmed aster,Aster ponceau,https://www.prairiemoon.com/symphyotrichum-puniceum-swamp-aster,Full Sun,Part Shade,8,9,Medium,Wet,60,96,"5-8’ tall, 2-3’ wide",Cold moist 60d,60,,,1 - Give in priority,10,10,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,,"No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=SYMPHYOTRICHUM%20PUNICEUM,https://docs.google.com/document/d/1fkqV8FDJ1Uhsi0QxxWvGgQ46V_Be3Tk7G2P-ReAjzRo/edit?usp=sharing,,,,,,1,,,,,,,,,,
Symphyotrichum sericeum,Western silvery aster ,Aster soyeux,https://www.prairiemoon.com/symphyotrichum-sericeum-silky-aster,Full Sun,Part Shade,9,10,Dry,Medium,12,24,"1-2’ tall, 1-2’ wide",Cold moist 60d,60,,,1 - Give in priority,11,12,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,,"No, you can donate without knowing the source as there are only straight species",,,,,https://docs.google.com/document/d/1ZBfMCj1roet9-rKVnSA3QzsVAv_cqnRiRadpXuzGx1c/edit?usp=sharing,,,,,,1,,,,,,,,,,
Symphyotrichum shortii,Short's aster ,Aster de Short,https://www.prairiemoon.com/aster-shortii-shorts-aster-prairie-moon-nursery.html,Part Shade,Full Shade,8,10,Medium,,24,41,"2-3.5’ tall, 1-1.5’ wide",Cold moist 30d,30,Surface,,1 - Give in priority,10,12,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,,,,,,,https://docs.google.com/document/d/1lSPYgi5Gs4cN-QSPUhGRDpDNnU7vL_-9T6HsTQUGG14/edit?usp=sharing,,,,,,1,,,,,,,,,,
Symphyotrichum urophyllum,Arrow-leaved aster ,Aster urophylle,https://www.prairiemoon.com/symphyotrichum-urophyllum-arrow-leaved-aster,Full Sun,Full Shade,8,10,Medium,,36,36,"3’ tall, 1-2’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,11,12,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Shake seed head in paper bag,Fluff,No,No test needed before donating,,"No, you can donate without knowing the source as there are only straight species",,,,,https://docs.google.com/document/d/1Yb_sOEK9Sxw3rMYSorHpw5UbQCa5JcM6ynwi3LYsC54/edit?usp=sharing,,,,,,1,,,,,,,,,,
Teucrium canadense,Canada germander ,Germandrée du Canada,https://www.prairiemoon.com/teucrium-canadense-germander-prairie-moon-nursery.html,Full Sun,Part Shade,7,9,Medium,,18,36,"1.5-3’ tall, 1.5-3’ wide",Cold moist 60d,60,Just below surface,,1 - Give in priority,9,10,Pods are brown and slightly open,"Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Pod,No,No test needed before donating,,"Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",,,,https://wildplantsfromseed.com/html/speciesdata.php?name=TEUCRIUM%20CANADENSE,https://docs.google.com/document/d/10795j0h762Z7KLRVx_-Y6hFU1Cos7OlQ2uURWXXtfbg/edit?usp=sharing,,,,,,,,,,,,,,,,
Thalictrum pubescens,Tall meadow-rue ,Pigamon pubescent,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=286169,Part Shade,Full Shade,6,8,Medium,Wet,36,84,"3-7’ tall, 2-3’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,9,9,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)","Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Head,No,No test needed before donating,,,1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=THALICTRUM%20PUBESCENS,https://docs.google.com/document/d/17KAgSppoqKTcvqU-AcgVtlhjzwX0U0PY76sepZSZoaM/edit?usp=sharing,https://youtube.com/shorts/e4wGnl8ZLmk?si=e-9LnEjnEjUVKkJs,,,,,,,,,,,,,,,
